estacion_sk,anio,mes,temperatura_promedio,temperatura_maxima,temperatura_minima,temperatura_desviacion,presion_promedio,presion_desviacion,viento_promedio,viento_maximo,viento_desviacion,radiacion_total,humedad_promedio,humedad_maxima,humedad_minima,humedad_desviacion
23,2022,9,16.64989927184466,22.89,12.61,2.1796336040587576,593.8756990291262,1.2822233832917032,1.1002779126213593,8.49,0.8944833327266659,1166781.0,87.45849514563106,96.0,61.0,5.8929006532411865
23,2022,10,16.608021510459757,22.78,12.28,2.088594635355909,593.732867273372,1.3059058358102476,1.0548705826734428,5.36,0.8709023189132181,1208647.0,86.40645313792696,95.0,58.0,5.92790818652986
23,2022,11,16.468461444755757,23.0,12.44,2.0244550884068877,593.6795590205871,1.3316151119933517,1.0439688147155561,6.26,0.8506081771045839,1055055.5,86.03203800706541,94.0,60.0,5.64833069325687
23,2022,12,16.50614776951673,23.28,11.94,2.2897176227976876,592.9914649163569,1.2711516862413603,1.0697920539033459,5.81,0.8849869342525152,1142184.0,85.00877091078067,94.0,57.0,6.348580288962221
23,2023,1,16.37161437602435,24.61,11.89,2.4189027005815067,593.6306146101615,1.6129354417271877,1.154337391711543,5.36,0.9109616703937004,1136983.5,84.18057831889487,94.0,39.0,7.813421156133067
23,2023,2,17.414248886489403,25.44,12.06,2.6202988409341694,592.3837386961803,1.45720490819034,1.3166783641517075,9.39,0.9328557285445143,1088189.0,82.12882980159266,93.0,54.0,8.211255329528788
23,2023,3,16.617631806395853,23.5,12.11,2.0348398524814044,593.6247993579454,1.826740067040901,1.0605050006173602,5.36,0.8520077717313225,935846.5,86.67495987158908,94.0,55.0,5.725766439230301
23,2023,4,17.317246175243394,25.39,13.17,2.239016184078406,592.7794283727399,1.487186545528609,1.1415006954102922,6.26,0.8733944877395734,1008191.0,85.2663421418637,94.0,54.0,6.704075726990592
23,2023,5,17.878678085199823,25.17,13.11,2.1574579207509514,593.0767808519983,1.6552603273307043,1.1691289708681014,5.36,0.8772038898285888,879543.0,85.86963841311668,94.0,60.0,6.082265016554902
23,2023,6,17.997157461663136,24.44,13.39,2.3420996502788123,593.1323625483107,1.3451872896003805,1.1600997381872584,4.92,0.9185433089952422,1242579.5,83.77110086024186,94.0,52.0,7.881259070483952
23,2023,7,18.321348987660237,26.06,13.83,2.5181543477798605,593.0127291242362,1.3546223123881478,1.18890140170121,6.26,0.9085115021369659,1259617.5,82.33784593267042,94.0,49.0,9.238027623996583
23,2023,8,17.976632478632478,25.89,13.06,2.7041101835343557,593.1372625152625,1.360478993823856,1.2538583638583638,6.71,0.9523549409401105,1239519.0,82.02344322344322,96.0,48.0,9.647660842857704
23,2023,9,18.29011355220933,25.94,13.11,2.827480077146415,592.5396136756357,1.2565293973892817,1.4068180696124415,5.81,0.9453230510700614,1398348.0,80.26499629721056,95.0,47.0,9.602095017807715
23,2023,10,17.18165029469548,24.17,13.28,2.24798080750753,593.4988285854616,1.4814909888788395,1.1110240667976425,6.26,0.8794560756412477,1022801.0,87.60056483300589,96.0,62.0,6.20587716477114
23,2023,11,17.797527707808563,25.22,13.61,2.2561854564326955,592.6226700251889,1.6334295521106514,1.0364672544080606,11.18,0.8655121019956113,1098182.5,87.63419395465995,96.0,50.0,6.774146617354361
23,2023,12,18.291028985507246,25.5,13.78,2.5878000967747985,592.0995905797101,1.8156093302951049,0.9958164251207731,5.36,0.9000081384237124,1313495.5,85.8618961352657,96.0,47.0,8.084485104930732
23,2024,1,18.838181283107712,26.78,13.17,3.175159268244227,592.4986403766922,1.3588426267382816,1.284888758092996,5.36,0.8592482429175866,1533939.5,81.7203649205415,96.0,51.0,9.951852994096058
23,2024,2,18.92740952876855,26.56,13.67,2.9159893050357297,592.6236735225201,1.5737022511631462,1.2867313199687582,6.26,0.9017812677953251,1236178.5,83.25950273366311,96.0,51.0,9.587939355422009
23,2024,3,19.049301029678983,26.22,14.33,2.541099101936313,592.3656959418535,1.7069435861225357,1.234786190187765,6.71,0.9087301053473655,1279212.5,85.09049061175045,96.0,56.0,8.050286462544724
23,2024,4,19.40901029094143,28.06,14.56,2.5929175256478048,592.3586456612883,1.5006198788096894,0.6908054885020963,6.71,0.8714511910013646,1255822.5,88.18568161605896,97.0,54.0,7.604510100267732
24,2019,1,18.07428335690712,26.54,12.54,3.1405572198891822,603.8003901461575,1.7588308975590299,1.3193434700612918,6.71,1.01609908143345,1324766.0,76.50884016973126,95.0,42.0,9.376258370415949
24,2019,2,18.2238414475397,25.43,13.76,2.541776320517654,603.5404464983077,1.3663672472301416,1.1530890393126791,5.36,0.9983347674579195,1091974.0,81.50481645404842,95.0,58.0,7.204964382641745
24,2019,3,18.053000114508187,28.15,12.87,2.6146449225693558,603.8146948356808,1.640557327668309,1.0487060574831102,6.71,0.9907957292506951,1340985.0,83.0663002404672,95.0,58.0,7.182607799775896
24,2019,4,17.74127466408425,24.04,13.59,2.211384715079131,604.4400508413024,1.4002137236836396,0.8633276842997215,5.81,0.9637666485096326,1213170.0,85.94564822660695,96.0,60.0,6.323488976778312
24,2019,5,17.764993767705384,25.65,13.26,2.2186107655457783,604.2555444759206,1.4447373630325255,0.7572997167138811,6.26,0.9039130176379078,1119972.0,86.47694050991501,96.0,53.0,6.611101180299537
24,2019,6,18.246211011342155,25.21,12.87,2.4590536762193587,604.1203048204159,1.3736230712644093,1.0040536389413988,5.81,0.9545503020038515,1323422.0,82.53851606805293,95.0,54.0,6.964600857366089
24,2019,7,18.113660662405575,25.21,12.65,2.6159278974060967,604.0722405578152,1.3645145487491877,1.0622022080185938,6.71,0.9845319957215665,1425727.0,79.64950610110401,95.0,50.0,8.112147671365534
24,2019,8,18.654532324621734,25.59,12.76,2.952723883503487,604.0388055937643,1.4742621777471425,1.2333585511233378,5.81,0.967113248585737,1512942.0,74.6727418615314,95.0,49.0,8.00769632953795
24,2019,9,18.149897884755653,26.59,13.59,2.783310253143738,604.1981376124484,1.5415460391005233,1.0577729151470945,6.26,0.998890022260756,1275147.0,79.2843423292001,95.0,47.0,8.871222717162999
24,2019,10,16.937300564061243,22.82,12.93,2.259803748271861,604.4228914853612,1.4622757706142981,0.9110139672307279,4.92,0.9270418478051131,1078214.0,84.81493419285522,95.0,63.0,6.077349853193686
24,2020,1,17.750282419786096,23.82,12.04,2.824557414910131,597.2852840909092,1.388443992466096,1.381413770053476,5.36,1.029987532521382,1142213.533,79.15324197860963,95.0,57.0,6.984408474777216
24,2020,2,17.931951543312312,25.26,12.43,2.6493850613481467,596.8986848655825,1.1072024821702988,1.3353385330235645,5.81,0.9887815511607135,1040935.738,79.55343511450381,94.0,52.0,7.14052538129026
24,2020,3,17.88513588081115,25.65,11.71,2.6391174013810503,596.9942536901641,1.195395736199004,1.2481018071458132,6.26,1.0462456849287864,1241985.408,80.70602841771279,96.0,41.0,8.80397689586741
24,2020,4,17.82354064375341,24.48,12.98,2.281079438640067,597.4195765139116,1.2980151636909492,0.9248554282596836,5.36,0.9289317921967175,1025567.557,85.55605564648118,95.0,66.0,5.321500608462051
24,2020,5,18.353524945770065,25.26,14.15,2.445798777799275,596.9983598457459,1.3880705425022728,0.9043938298385152,5.36,0.9037128696777914,1085395.342,84.74234755362738,95.0,61.0,5.782852333407651
24,2020,6,17.649010496520816,24.76,12.09,2.4978929360257514,597.1953603019224,1.378456990522104,0.8872956716593938,5.36,0.8861506494661745,1144065.033,85.20910484726973,96.0,53.0,6.374436008853891
24,2020,7,17.618615087480116,24.82,13.04,2.3595222184128297,596.7048227675527,1.316943509923984,0.8512656214496706,6.26,0.9091400010596639,1195138.83,85.54055896387185,97.0,58.0,6.778257986088601
24,2020,8,17.975705238917673,25.37,12.59,2.581982400986068,596.6423534830167,1.4249139183352226,0.9998491652274036,5.81,0.9578967478059498,1275213.188,83.80863557858376,97.0,46.0,7.519879628573615
24,2020,9,17.44779753437648,25.26,12.59,2.5713070601182957,596.9049158368896,1.405239684278659,1.0235360360360362,5.81,0.941771918973762,1218965.25,84.44298245614036,96.0,59.0,6.182039635580353
24,2020,10,16.89127882599581,22.09,12.98,2.4027963858839776,596.3107756813417,1.2449511998577325,0.9589308176100629,4.47,0.8376931481925919,121323.378,85.72746331236897,96.0,68.0,5.756436286549849
24,2021,8,17.21753086419753,24.43,13.71,2.1598366695658053,597.1237654320988,1.27056228232828,0.4319753086419753,4.47,0.7004527731551596,158380.263,90.0246913580247,98.0,72.0,5.337939523848616
24,2021,9,17.495286195286194,25.09,12.76,2.6385104039963494,597.209234006734,1.3554010893914397,0.9304641654641655,6.26,0.9450853224897129,1226050.612,85.56253006253006,96.0,52.0,7.174590061998341
24,2021,10,17.350899850928307,24.04,13.04,2.4381497820234843,596.8107643312102,1.582050822417922,0.8182992275376068,6.26,0.8988029715624906,1034083.577,88.54289199078465,97.0,68.0,5.467357663602801
24,2021,11,17.06532986111111,23.32,12.37,2.2670188946456786,596.4961914062501,1.2660801494791767,0.8395355902777778,6.26,0.9603404773643224,626850.533,89.67404513888889,98.0,71.0,5.192588258629997
24,2021,12,17.71647734365248,24.37,12.26,2.36941936740975,596.0363812258146,1.354492307915182,0.7932193234302835,113.99,1.5403097469536482,1015789.804,87.75558606915492,97.0,65.0,5.542407584987589
24,2022,1,17.335782563630083,24.82,12.37,2.671342066369268,596.5999930899459,1.5781879755887411,0.8616733847748473,5.81,0.9449920126153669,1253094.406,86.32304503051941,98.0,49.0,7.9404665374994785
24,2022,2,17.172161147606918,24.71,11.87,2.6653457264589115,596.2566550475934,1.1330247266942353,0.9049416811905081,9.39,0.9800433745710827,1128934.569,86.44107789247889,99.0,58.0,7.425475396660973
24,2022,3,17.19950491692099,24.59,11.82,2.372666497209211,596.3,0.0,0.6266677969933311,8.94,0.8785219463153663,1130658.222,89.0155985079688,98.0,46.0,7.3774396816648
24,2022,4,17.49267524868344,23.87,12.71,2.3484452145068593,596.3,0.0,0.7871070801638385,6.26,0.8721371764620167,1177074.484,89.31176126389701,98.0,65.0,5.404511007610942
24,2022,5,17.76315042253521,25.59,13.54,2.3527616760768213,596.8543447887323,1.3916521566637952,0.7515053521126761,6.26,0.8372424128307506,1145059.221,88.39008450704226,98.0,56.0,5.786891603295114
24,2022,6,16.613911826452064,22.48,12.54,1.9482439639386921,597.6067541404245,1.1740911476814324,0.5651924422673198,5.36,0.7458925069487875,931445.288,91.3935152787497,99.0,70.0,5.039819042073424
24,2022,7,17.64128353140917,24.54,13.43,2.3606439148327443,596.7861460101867,1.1848217350169912,0.705800792303339,5.36,0.8035706489142833,1127520.51,88.28545557441993,99.0,60.0,6.400543341363481
24,2022,8,17.389608553003733,24.32,12.93,2.4967694865423367,596.8676445299243,1.33772205243037,0.7491967417128635,6.71,0.8511814996429855,1149730.733,87.19278198891277,98.0,57.0,6.374996944928649
24,2022,9,17.16592279713716,23.48,12.65,2.399548166446738,597.0938460635925,1.2869332259846276,0.7090073917634635,5.81,0.8396389381235956,1101072.782,87.72873401384489,97.0,60.0,5.767871760199215
24,2022,10,17.008405949871165,23.65,12.15,2.2941947200980715,596.9910716795501,1.3211635508318123,0.4809498711642071,6.71,0.824503215213269,1112095.724,89.90864371047084,98.0,63.0,5.6396280865158985
24,2022,11,16.866339372371403,23.26,12.87,2.2731286747231643,596.6622047880944,1.2681118740410047,0.7199595600129408,5.81,0.8414619378386986,778626.393,89.83322549336785,98.0,67.0,5.11987121858365
24,2022,12,16.808751864173455,23.76,11.87,2.581997263600096,596.3018228748423,1.2926056223457754,0.8821234369622577,6.26,0.87294386984853,1225526.366,87.90593093954342,98.0,66.0,5.619910510435049
24,2023,1,16.70684887087435,24.87,12.32,2.6455016334321324,596.9866334684424,1.6319921231089694,0.8845848291835553,6.26,0.9138653969284007,1286747.7,87.6063694267516,99.0,41.0,7.840185099559703
24,2023,2,17.816598857461333,24.93,12.21,2.8066965499863916,595.7043583670056,1.489755254297944,0.8776759091542428,5.36,0.931603791045348,1198713.396,84.90302354744323,96.0,58.0,6.676558690796301
24,2023,3,16.934082902771255,23.82,12.43,2.2390015479199303,596.9818565054017,1.7708914571438008,0.6534793330201972,6.26,0.859327066560722,1060242.467,91.16474870831377,99.0,60.0,5.860382404039673
24,2023,4,17.704282032927704,24.93,13.32,2.4652492219424738,596.199381531854,1.5612484783109162,0.754841803865426,5.81,0.8627207662905528,1009153.031,88.7494631352899,99.0,60.0,6.442088931878905
24,2023,5,18.501919214970332,25.43,13.59,2.5447251612228188,596.1452612962119,1.672982697451525,0.796330442720219,5.36,0.8717806125307889,1260022.875,88.073938840712,98.0,63.0,6.325981374857233
24,2023,6,18.634014654839955,25.43,14.26,2.6022185463787917,596.1875292454043,1.4287380636872677,0.8348489523074946,5.36,0.8282257815163031,1118873.47,85.46471268800617,97.0,53.0,7.079073129546746
24,2023,7,18.734252558914545,25.98,13.93,2.63246235667046,596.2456248512259,1.3935255245724503,0.8486217567245894,6.26,0.9215602560614599,1187456.283,84.5798619376339,97.0,52.0,7.865453754938774
24,2023,8,18.522763188205484,26.48,13.76,2.806536563861095,596.284592259848,1.350762357182947,0.8958304538124856,6.26,0.9991057666534914,1333056.014,83.63142133149044,98.0,47.0,8.844654718545328
24,2023,9,18.699701967251737,26.21,13.98,2.9229280937337028,595.7371574979386,1.2891660916570802,1.0017917304747321,7.15,0.9725656702808778,1385819.573,82.33690658499235,255.0,52.0,8.79552548267395
24,2023,10,17.670754763980568,24.43,13.04,2.402887640262291,596.6258027151576,1.4979033824108745,0.6902976709428323,7.15,0.8882079159823772,1123142.005,89.35695603437539,255.0,62.0,7.766049841790622
24,2023,11,18.201164861612515,25.71,13.82,2.4459375473454865,595.7188519855596,1.6413719478585624,1.0613212996389891,6.71,0.9273768967084286,1294001.205,88.47099879663057,98.0,53.0,5.6809134649600095
24,2023,12,18.563838221814848,25.21,13.54,2.6828624903975578,595.3890570577453,1.8863987776449533,1.152230751604033,5.36,0.9641235103188646,1490274.799,86.73693858845097,98.0,55.0,7.0881759287502835
24,2024,1,19.272112327799363,26.21,12.93,3.2019948096906448,595.6738408100789,1.412039449374727,1.368702460850112,6.71,0.9240306056555941,1744306.24,80.76698457553279,99.0,55.0,6.9430244908755245
24,2024,2,19.366391341153708,27.21,13.32,3.0993370141279,595.7358918853549,1.5710139255127427,1.0695102188898296,5.81,0.949440272328501,1410250.239,83.0112468254928,98.0,55.0,8.148417309507543
24,2024,3,19.417815517437237,26.59,14.37,2.8223444726405984,595.5593774849483,1.700834631736691,1.0153084175849143,6.26,0.9814945337808346,1415762.737,84.84153129614904,98.0,63.0,6.673615466482194
24,2024,4,18.521733955086514,26.59,13.93,2.6415688397432495,596.0782881335133,1.5564207212051546,0.7931942569640447,5.81,0.8843896820167773,1206316.211,88.60841821082342,99.0,56.0,7.338754822881164
24,2024,5,18.567403744259977,24.65,14.59,2.1900090348764363,596.1507818203225,1.3360729434115521,0.6732002825856588,5.36,0.7901653815694077,1104150.235,90.93064876957494,99.0,71.0,5.0019091047415385
24,2024,6,18.278899448773995,25.15,13.59,2.2673214346837716,596.6140353544953,1.360427998901582,0.6669112336057783,4.92,0.7939945584505391,715850.785,90.06937844516251,99.0,58.0,5.610041188985414
25,2019,1,18.523949560652746,25.5,13.78,2.493223777202452,594.7091737989273,1.8475911144188584,1.410967705123816,6.71,1.1238419992553104,1294823.0,76.54684468789227,95.0,40.0,9.809562623302394
25,2019,2,18.39530029080794,24.83,14.33,1.987249276735783,594.6239777468707,1.3896080940476512,1.2905095460867366,7.15,1.123429609644574,943761.0,81.93475787078012,95.0,58.0,6.990783866053703
25,2019,3,18.201610255256945,24.83,14.11,1.9904902776295812,594.9319431013156,1.6365080215612147,1.2601990329472619,8.05,1.0939156017021125,1067287.0,82.70201281907119,94.0,59.0,6.236711775516516
25,2019,4,17.838708906156604,24.33,14.11,1.7613522293327732,595.6598338314406,1.4555201931418704,1.1647148834429168,7.15,1.0676537968655317,917161.0,84.00358637178721,95.0,62.0,5.7511138006869205
25,2019,5,17.732118320610684,24.39,14.06,1.8039552283374136,595.5790974405029,1.4818266540942762,1.0138347552761562,5.36,0.9572800600487746,926267.0,85.06533453075888,94.0,54.0,5.736240440895694
25,2019,6,18.291281931645866,24.11,14.33,1.8417489257251072,595.4234538667911,1.3871301843272454,1.2079225475329523,7.15,1.031834401887153,950252.0,81.3968272483378,94.0,58.0,6.490328007219058
25,2019,7,18.223884892086332,24.67,14.06,2.0392160795300702,595.3127709082734,1.408604250879149,1.2440366456834533,7.6,1.1261525153406862,1124234.0,79.1623201438849,94.0,49.0,7.96821686531042
25,2019,8,18.95469486745629,25.17,13.39,2.1944501091492534,595.1821206993795,1.476238448252152,1.4709994359842076,6.26,1.1283258372732332,1221377.0,74.2721940214326,94.0,47.0,7.768045514644348
25,2019,9,18.256845119812976,26.06,14.22,2.2407119166889307,595.4616703682057,1.5768482899849934,1.229405026300409,7.15,1.1374883767726778,1061263.0,79.88486265341905,95.0,48.0,8.635093164657283
25,2019,10,16.950759084443295,21.83,13.56,1.707546919616546,595.7695215311005,1.4123182864618875,1.0751674641148325,6.71,1.0373400005731896,873522.0,84.47213241950084,95.0,62.0,5.8472897376296835
25,2020,1,18.80835209699369,25.28,14.22,2.332088745649749,594.7883162192255,2.010020098113938,1.3988989236669556,6.71,1.179782914718844,1408449.905,77.0469503897068,95.0,51.0,8.457006808455741
25,2020,2,19.066214757048588,26.17,14.94,2.3568080154201008,594.5133977204559,1.8300789026935305,1.3398080383923217,8.94,1.201957431446728,1300466.402,77.76892621475704,95.0,41.0,9.791508787475376
25,2020,3,18.651598700425723,25.17,14.06,2.2361684839672833,595.0756217790723,1.5606195673754397,1.3477526327582345,8.94,1.247574665265866,1401949.237,80.234483531257,95.0,41.0,9.272109474881235
25,2020,4,18.172243136314588,23.72,14.28,1.928470117506375,595.8098645246373,1.6444190312896396,1.140997482316269,9.39,1.0888146537558478,1000137.771,84.62222755065339,95.0,63.0,5.870920074352695
25,2020,5,18.665332952598515,25.11,15.06,1.916896460018917,595.5367161621931,1.4696980230373495,1.05754540262707,6.26,1.0890665825961576,1065653.612,83.48646487721302,94.0,58.0,6.33907078196738
25,2020,6,17.749060167910446,23.83,14.0,1.8623733071732813,595.9436415578358,1.3211343290339448,0.9321361940298507,5.81,1.0029782277575754,1038207.25,83.98554104477611,95.0,57.0,6.473828965007461
25,2020,7,17.500351293346885,24.06,13.72,1.8495685922255638,595.6103614593924,1.3293186083173953,0.9446797695696374,6.71,1.0433931867705146,1076988.003,84.58883994126285,95.0,60.0,6.70589115682677
25,2020,8,17.942314235085647,24.39,1.8,2.0579516803453033,595.4356869462492,1.4457691285800525,1.039912581216775,7.6,1.0731594640444642,1070550.4,83.37885410513881,255.0,50.0,7.728100460672567
25,2020,9,17.684256402576008,23.67,1.8,1.9206483901593676,595.530465778044,7.422275402240849,1.1520248614647297,113.99,1.7935412143183374,919308.044,82.57061554590385,255.0,60.0,6.4884322883521826
25,2020,10,17.378384980457845,23.17,14.11,1.771433133796301,595.5103029034059,1.4235537170600154,1.0240187046342826,6.71,1.104927625118073,874246.72,84.69974874371859,95.0,57.0,6.081892155759995
25,2020,11,17.039183479705674,22.83,1.8,1.7723084305442112,595.830688345597,1.32163539586175,0.8143164016140518,6.71,1.0337959617358163,982578.355,85.5015428435794,255.0,47.0,5.970515885071505
25,2020,12,17.271666857338978,22.44,13.44,1.77910738597588,595.2717629561836,1.2170476869902669,0.9224264958242764,6.26,1.0877673707475803,1015803.32,84.65999313579682,95.0,62.0,5.341169272644106
25,2021,1,17.75887266088544,24.17,1.8,2.0625973157843607,594.451742355089,1.443451455637966,0.9780362848014605,6.26,1.114972684934631,1249416.155,82.85486079415791,95.0,55.0,6.557824701073983
25,2021,2,17.675105885588557,23.83,1.8,1.9985333681226969,594.6093536853685,1.6382239344829284,1.0029441694169416,7.15,1.191409012324896,905991.268,84.81091859185919,255.0,64.0,6.980896315173071
25,2021,3,16.78051980792317,23.0,1.8,1.904369162032009,595.5806794717887,1.636297647402929,0.972859543817527,6.71,1.1235686314792555,909904.483,85.43973589435774,95.0,67.0,5.592027404343714
25,2021,4,17.62361083984375,23.39,14.39,1.7802796420442188,595.0052868652343,1.562834955463092,0.9285791015625,6.71,1.0490304376338124,860805.386,85.178466796875,95.0,59.0,5.5369380537426975
25,2021,5,17.584239115599836,23.72,1.8,1.901337099134905,595.9919052818344,1.5952997266634545,0.9760802511259724,5.81,1.1029590424424358,891497.652,84.81233792821072,255.0,63.0,5.908009950861876
25,2021,6,17.196455607476636,22.67,1.8,1.773427555058328,596.3555373831776,1.4499476495636368,0.9317873831775701,9.39,1.0968029171099436,1004109.503,85.23726635514019,255.0,66.0,5.37363314467825
25,2021,7,17.97612690707351,23.94,13.72,2.0407577993005055,595.5984049930652,1.5378560027832018,0.9221983356449377,5.81,1.0527097207007279,1090666.535,83.43585298196949,95.0,52.0,7.005104059267693
25,2021,8,17.114603977081227,23.11,1.8,1.799461327919062,596.2868947309291,1.429333677177744,0.98482867093585,6.71,1.075192215045637,984249.392,85.87720480844848,255.0,60.0,5.95830819114223
25,2021,9,17.50832058331341,23.67,1.8,1.9276951945790868,596.0346796557494,1.3085286605219253,1.0536516853932585,8.05,1.1588575459634243,1063625.591,84.01494142959598,95.0,52.0,6.756114605099472
25,2021,10,17.18822004608295,22.72,1.8,1.774017958343161,595.821012672811,1.5537329096227395,1.030020737327189,8.49,1.1858663769490476,1002291.072,87.99804147465437,100.0,64.0,5.801086614713122
25,2021,11,16.93121212121212,22.17,1.8,1.7563112571348312,595.5193881342158,1.2848407957221388,0.8774642981539533,7.15,1.100080857786524,938679.505,91.59642401021712,100.0,68.0,5.153531902093736
25,2021,12,17.65000452437507,23.39,1.8,1.7637271312889327,594.8022723673793,1.3422049735287425,0.791232892206764,5.81,1.0427364344167045,913422.0,90.35742563058477,99.0,69.0,5.457368042477758
25,2022,1,17.306093767609603,23.89,1.8,2.0390379348980536,595.3299864758255,1.5719819222647344,0.8193170291896765,5.81,1.1156860544488416,1170967.355,87.99921108982306,99.0,55.0,7.69370383679517
25,2022,2,17.15760101346846,23.5,1.8,2.012818820176921,595.0595506067476,1.326253765745166,0.37533004400586745,5.81,0.8769957887673963,963193.99,88.01960261368183,99.0,59.0,7.2430844531003284
25,2022,3,17.08778464651006,22.89,1.8,1.8811611494405212,595.288335393953,1.3104234878603596,0.10001573564122739,6.26,0.4898292443303922,1046771.404,90.23052714398112,100.0,48.0,7.225244488374215
25,2022,4,17.339667015950635,22.56,1.8,1.7833797012378847,595.0700419140761,1.547992298625527,0.377553847945046,6.71,0.8786404279740344,1021024.979,90.4902782628944,99.0,68.0,4.783876309767322
25,2022,5,17.654780666590312,24.44,1.8,1.7445843958379326,595.7123456648724,1.626558569192577,0.18814568777917764,8.05,0.6521866364654326,953617.192,90.44336273050051,100.0,60.0,5.495585470575666
25,2022,6,16.337789289871942,20.89,13.44,1.4549707044070752,596.495167636787,1.1985708253397576,0.11471944121071014,5.36,0.5237890328813115,815386.123,92.51839348079162,255.0,72.0,5.203044527183031
25,2022,7,17.41330475975637,23.39,14.22,1.7993947146288756,595.635443266411,1.2059202853763913,0.3032009925558313,5.81,0.7699672465277125,984574.016,90.36735844800361,100.0,60.0,6.301617206507791
25,2022,8,17.274090704478958,23.17,13.94,1.7560405211973116,595.6580317353139,1.2920140265495084,0.7038813864505965,6.26,1.0519223569340053,991918.596,89.0633580913797,100.0,61.0,6.02703839612063
25,2022,9,17.067189763963544,22.61,13.67,1.7198846721442136,595.8919560645011,1.2232356535042204,1.1631222248188828,6.71,1.1160994541722966,953311.835,89.5202150035055,100.0,63.0,5.669916170041137
25,2022,10,16.43801497277677,22.22,12.89,1.7516820362117127,596.097482985481,1.3039092079685657,1.012983212341198,7.15,1.1217760582423595,1027582.684,89.86808076225046,99.0,66.0,6.100013277711616
25,2022,11,16.20049773229445,22.06,12.94,1.7251531235140711,596.1101581579253,1.3312255809751443,1.0733980695429701,7.15,1.0880324324828026,1044852.971,89.89859285963485,98.0,63.0,5.5317137750721725
25,2022,12,16.3601765433487,22.17,12.44,1.8990296259763537,595.3439300573485,1.283952229286982,1.1119082424378726,7.6,1.075494117844225,1164830.86,88.21916113797369,97.0,64.0,6.027171335127184
25,2023,1,16.209419245920092,23.67,12.83,2.0367584004987873,596.0567495779403,1.6909876828406067,1.1776859876195835,6.71,1.1148660343917631,1158420.296,87.05514912774339,97.0,40.0,8.219337962295532
25,2023,2,17.252618302018092,22.5,13.22,2.0019374074698106,594.6055619345859,1.551696663125653,1.2315588030619347,8.94,1.155638286472179,836815.969,84.81141266527487,96.0,56.0,7.539462578207059
25,2023,3,16.009291678663978,22.39,12.83,1.761193657131618,596.5826432479125,1.5947176241993852,1.1041966599481716,9.83,1.0900241123456675,728998.33,90.7281888856896,255.0,59.0,6.496062058120252
25,2023,4,17.213365976496924,24.44,13.72,1.8998830984268218,595.2256715165081,1.5262774975080688,1.066982372691662,7.6,1.0830579250331205,856750.786,87.7182428651371,98.0,57.0,6.669584350775935
25,2023,5,18.037780416101313,23.78,13.5,1.9588509663572187,595.1738489371324,1.705331038321531,1.0854703753957484,8.49,1.1004559900764002,1010201.091,87.23733604703754,255.0,60.0,7.339960719740079
25,2023,6,18.25020799601445,23.67,15.06,1.8951314565878274,595.2182762485988,1.4241180341873283,1.0959758375887407,5.81,1.0649915658307079,1077082.713,84.26503923278116,97.0,56.0,8.06920734576318
25,2023,7,18.352222478918794,25.61,14.28,2.043395973014221,595.232714566247,1.3751147073522652,1.0953251703823494,6.71,1.072776195195215,1164348.912,83.3892803511609,97.0,51.0,9.09193980205596
25,2023,8,18.289335224049914,25.5,14.44,2.201011657170475,595.2140533182076,1.312961387667955,1.22163244469654,7.15,1.1627565879468498,1275450.646,81.14532047646058,98.0,49.0,10.203749385799869
25,2023,9,18.60731412639405,24.94,14.83,2.122286628792405,594.5884909386617,1.2600463667811839,1.3092657992565055,8.05,1.183034704422655,1362924.838,79.505343866171,97.0,49.0,9.04354616397544
25,2023,10,17.14747413405308,23.83,13.44,1.879358471807643,595.7577530364373,1.4850812145003174,1.0677339181286551,7.15,1.0848625542988168,1027638.245,88.18049932523617,98.0,64.0,6.317734290948452
25,2023,11,17.783949036966145,24.22,13.72,1.9116655628042485,594.7724991027635,1.6625474350783835,1.0421426007895682,9.39,1.1263185528146278,1148094.663,87.94712286158631,98.0,51.0,6.367848059541507
25,2023,12,18.265447862474552,24.06,14.33,2.014057161558299,594.3489889165347,1.9419193842170945,1.1586202216693056,7.15,1.129199015173914,1366206.191,85.93598733318254,98.0,55.0,7.907734604780173
25,2024,1,19.250774903429708,24.94,14.11,2.360739362645653,594.4684513636896,1.3596219454855425,1.3111049982441765,6.71,1.1899745480700923,1542215.561,79.32798782629052,98.0,53.0,8.69867445443227
25,2024,2,19.082843208092484,25.72,13.94,2.477236228985697,594.6352312138728,1.5619152136973915,1.1606310211946052,6.71,1.1579415474961037,1276479.148,82.10958574181117,98.0,55.0,9.034228253519613
25,2024,3,19.019559039133867,24.89,14.39,2.1827625356234166,594.5556242246532,1.7296782963285797,1.1545674974625015,8.05,1.1618984993345076,1184606.583,84.41671365738131,98.0,56.0,7.656652171276448
25,2024,4,18.055028502122497,25.5,13.94,2.125949618519463,595.1551109763493,1.5869499499208923,1.0238059429957551,8.49,1.0920498716018414,998890.266,87.81224984839297,99.0,55.0,7.846162825087933
25,2024,5,18.045225844004655,23.28,14.89,1.6721641587439071,595.2317939464494,1.3931141663914575,0.8743806752037253,7.15,1.0005876056338856,944653.126,90.41152502910361,99.0,68.0,5.26671624805285
25,2024,6,17.706423040604342,23.67,14.17,1.8054208791541366,595.7152124645892,1.3574918075451665,0.8445533522190746,5.81,0.9523538054798021,626297.902,89.67837582625118,99.0,58.0,6.0468088795671076
